"vague","grappe","menage","s16aq02","s16a01a","s16aq03","s16a01b","s16aq05","s16aq07","s16aq08","s16aq09a","s16aq09b","s16aq10","s16aq12","s16aq13","s16aq14__0","s16aq14__1","s16aq14__2","s16aq14__3","s16aq14__4","s16aq14__5","s16aq14__6","s16aq14__7","s16aq14__8","s16aq14__9","s16aq14__10","s16aq15","s16aq16","s16aq16a","s16aq17","s16aq18","s16aq19","s16aq20","s16aq21","s16aq22","s16aq23","s16aq24a","s16aq24b","s16aq25","s16aq26","s16aq27","s16aq28","s16aq29a1","s16aq29a2","s16aq29b1","s16aq29b2","s16aq29c1","s16aq29c2","s16aq29d1","s16aq29d2","s16aq30","s16aq31a1","s16aq31a2","s16aq31b1","s16aq31b2","s16aq31c1","s16aq31c2","s16aq31d1","s16aq31d2","s16aq32","s16aq34","s16aq36","s16aq38","s16aq40","s16aq42","s16aq44","s16aq45","s16aq47","s16aq48","s16aq33a_1","s16aq33b_1","s16aq33a_2","s16aq33b_2","s16aq33a_3","s16aq33b_3","s16aq33a_4","s16aq33b_4","s16aq33a_5","s16aq33b_5","s16aq33a_6","s16aq33b_6","s16aq33a_7","s16aq33b_7","s16aq33a_8","s16aq33b_8","s16aq33a_9","s16aq33b_9","s16aq33a_10","s16aq33b_10","s16aq33a_11","s16aq33b_11","s16aq33a_12","s16aq33b_12","s16aq33a_13","s16aq33b_13","s16aq33a_14","s16aq33b_14","s16aq33a_15","s16aq33b_15","s16aq35a_1","s16aq35b_1","s16aq35a_2","s16aq35b_2","s16aq35a_3","s16aq35b_3","s16aq35a_4","s16aq35b_4","s16aq35a_5","s16aq35b_5","s16aq35a_6","s16aq35b_6","s16aq35a_7","s16aq35b_7","s16aq35a_8","s16aq35b_8","s16aq35a_9","s16aq35b_9","s16aq35a_10","s16aq35b_10","s16aq37a_1","s16aq37b_1","s16aq37a_2","s16aq37b_2","s16aq37a_3","s16aq37b_3","s16aq37a_4","s16aq37b_4","s16aq37a_5","s16aq37b_5","s16aq37a_6","s16aq37b_6","s16aq37a_7","s16aq37b_7","s16aq37a_8","s16aq37b_8","s16aq37a_9","s16aq37b_9","s16aq37a_10","s16aq37b_10","s16aq37a_11","s16aq37b_11","s16aq39a_1","s16aq39b_1","s16aq39c_1","s16aq39a_2","s16aq39b_2","s16aq39c_2","s16aq39a_3","s16aq39b_3","s16aq39c_3","s16aq39a_4","s16aq39b_4","s16aq39c_4","s16aq41a_1","s16aq41b_1","s16aq41c_1","s16aq41a_2","s16aq41b_2","s16aq41c_2","s16aq41a_3","s16aq41b_3","s16aq41c_3","s16aq41a_4","s16aq41b_4","s16aq41c_4","s16aq43a_1","s16aq43b_1","s16aq43c_1","s16aq43a_2","s16aq43b_2","s16aq43c_2","s16aq43a_3","s16aq43b_3","s16aq43c_3","s16aq43a_4","s16aq43b_4","s16aq43c_4","s16aq35a_11","s16aq35b_11","s16aq35a_12","s16aq35b_12","s16aq35a_13","s16aq35b_13","s16aq35a_14","s16aq35b_14","s16aq37a_12","s16aq37b_12","s16aq37a_13","s16aq37b_13","s16Aq00","s16aq04","s16aq06","s16aq11"
1,219,5,1,"GONAR GABASS 1",1,"1",1,2,2,1,1,1,2,7,,,,,,,,,,,,2,,,4,4,2,2,30,1,4,15,6,1,4,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,2,1,0.7367,,1,2,2,2,4,9,5,2,6,9,7,2,8,2,,,,,,,,,,,,,,,,,1,14,2,14,4,14,5,14,7,14,8,14,,,,,,,,,1,7,2,7,4,7,5,7,6,7,7,7,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,4
1,219,6,1,"GONA GUIDA",1,"1",1,3,1,0.93,1,1,2,7,,,,,,,,,,,,2,,,4,1,2,3,3,1,4,15,6,1,1,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,2,1,0.9334,,5,7,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,3,10,4,10,5,14,6,14,7,10,,,,,,,,,2,15,3,15,4,15,5,21,6,21,7,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,219,6,2,"GONA KORE'",1,"1",1,3,1,1.11,1,1,2,7,,,,,,,,,,,,2,,,4,3,3,2,5,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,2,1,1.1146,,5,7,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,3,5,4,5,5,10,6,10,7,5,,,,,,,,,2,7,3,7,4,7,5,7,6,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,219,7,2,"GONNA YAMMA",1,"1",1,2,1,1,1,1,2,7,,,,,,,,,,,,2,,,4,1,2,1,5,1,5,10,6,1,10,2,,,,,,,,,,2,,,,,,,,,1,1,1,1,1,1,2,1,2.3899,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,45,,,,,,,,,,,,,,,,,,,1,7,,,,,,,,,,,,,,,,,,,,,2,7,2500,2,7,1000,0,,,0,,,2,45,2000,2,45,2000,0,,,0,,,2,7,2000,2,7,2000,0,,,0,,,,,,,,,,,,,,,1,1,1,1
1,219,7,1,"GONNA AREWA",1,"1",1,3,1,4,1,1,2,7,,,,,,,,,,,,2,,,4,4,2,1,120,1,5,10,6,1,6,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,1,2,2,1,1.0574,,1,10,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24,2,15,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,2000,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,219,8,1,"GONAR AREWA",1,"1",1,3,1,2,1,1,2,7,,,,,,,,,,,,2,,,4,4,2,2,20,1,4,5,6,1,5,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,1,2,2,1,2.5992,,1,6,2,3,3,3,4,3,,,,,,,,,,,,,,,,,,,,,,,1,14,2,14,3,14,,,,,,,,,,,,,,,1,14,2,14,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,219,9,1,"GONAR AREWA",1,"1",1,2,1,2,1,1,2,7,,,,,,,,,,,,2,,,4,1,3,2,30,1,4,15,6,1,5,2,,,,,,,,,,2,,,,,,,,,1,1,1,1,1,1,2,1,0.71,,1,2,4,2,5,2,6,2,7,2,,,,,,,,,,,,,,,,,,,,,6,50,7,50,,,,,,,,,,,,,,,,,1,6,5,7,6,14,7,14,,,,,,,,,,,,,,,1,5,0,0,,,0,,,0,,,1,50,0,0,,,0,,,0,,,1,14,0,0,,,0,,,0,,,,,,,,,,,,,,,1,1,1,1
1,219,10,2,"GONA TOURBA",1,"1",1,2,1,0.66,1,1,2,7,,,,,,,,,,,,2,,,4,3,2,3,4,1,4,20,6,1,1,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,2,1,0.6667,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,2,4,5,15,6,3,7,15,8,4,12,3,13,15,14,3,,,1,7,2,10,4,6,5,7,6,6,8,10,12,6,13,7,14,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,219,10,1,"GONA AREWA",1,"1",1,2,2,3.06,1,1,2,7,,,,,,,,,,,,2,,,4,3,5,3,30,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,2,1,3.06,,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35,2,7,5,35,6,7,7,21,8,7,13,35,14,7,,,,,1,10,2,7,3,7,4,7,5,7,6,7,8,7,12,7,13,10,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,219,11,1,"GONNA AREWA",1,"1",1,3,1,2,1,1,2,7,,,,,,,,,,,,2,,,4,4,2,1,20,1,2,5,6,1,5,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,1,1,2,1,0.4363,,1,7,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,,,,,,,,,,,,,,,,,,,1,7,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2000,0,,,0,,,0,,,3,3,1500,0,,,0,,,0,,,,,,,,,,,,,,,1,1,1,1
1,219,11,2,"GONNA GOUSSOUM",1,"1",1,2,1,1,1,1,2,7,,,,,,,,,,,,2,,,4,4,2,1,30,1,2,5,6,1,5,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,2,1,0.5952,,1,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,2,7,,,,,,,,,,,,,,,,,1,4,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1
1,219,12,1,"GONNA GOUSSOUM",1,"1",1,3,1,2,1,1,2,7,,,,,,,,,,,,2,,,4,1,2,1,20,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,2,1,2.0847,,1,21,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25,2,10,,,,,,,,,,,,,,,,,1,20,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
2,220,1,1,"GONA GABASSE",1,"PARCELLE 1",2,2,1,10,1,1,2,7,,,,,,,,,,,,2,,,4,1,2,2,20,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,1,2,1,1,18.52,,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,60,,,,,,,,,,,,,,,,,,,5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,50000,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1
2,220,3,1,"GONA FADAMA",1,"PARCELLE 1",1,3,1,1.5,1,1,1,5,1,,,,,,,,,,,2,,,4,1,2,2,40,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,1,2,2,1,1,4.8054,,2,2,9,2,10,2,,,,,,,,,,,,,,,,,,,,,,,,,9,35,,,,,,,,,,,,,,,,,,,1,25,2,3,9,18,10,3,,,,,,,,,,,,,,,1,4,2250,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
2,220,4,2,"GONA YAMA 2",1,"PARCELLE 1",1,1,2,1,1,1,2,7,,,,,,,,,,,,2,,,4,1,3,2,23,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,1,1,2.1369,,1,5,4,1,6,1,9,1,,,,,,,,,,,,,,,,,,,,,,,1,20,6,25,,,,,,,,,,,,,,,,,1,6,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
2,220,4,1,"GONA YAMA 1",1,"PARCELLE 1",1,2,1,1,1,1,2,7,,,,,,,,,,,,2,,,4,1,2,2,20,1,4,30,6,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,1,1,1.5467,,1,5,4,3,6,3,7,3,9,3,,,,,,,,,,,,,,,,,,,,,1,25,6,27,,,,,,,,,,,,,,,,,1,11,2,10,4,10,6,12,7,5,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
2,220,5,1,"YAMMA",1,"1",1,3,1,2,1,1,2,7,,,,,,,,,,,,2,,,4,1,2,2,20,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,1,1,1.83278,,1,7,2,3,3,3,4,3,5,3,,,,,,,,,,,,,,,,,,,,,1,20,2,14,3,20,4,20,5,14,,,,,,,,,,,1,3,2,3,3,3,4,3,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
2,220,6,1,"AREWA",1,"1",1,3,1,3,1,1,2,7,,,,,,,,,,,,2,,,4,1,2,2,30,2,,,,1,1,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,1,1,1.30294,,1,4,2,3,6,3,,,,,,,,,,,,,,,,,,,,,,,,,1,10,2,10,6,10,,,,,,,,,,,,,,,1,5,2,5,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
2,220,7,1,"YAMMA",1,"1",1,3,1,2,1,1,2,7,,,,,,,,,,,,2,,,4,1,2,2,30,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,1,1,3.85797,,1,9,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,45,2,30,,,,,,,,,,,,,,,,,1,14,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
2,220,8,1,"AREWA",1,"1",1,3,1,2,1,1,1,7,,,,,,,,,,,,2,,,4,1,2,2,60,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,1,1,1.2543,,1,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,2,14,,,,,,,,,,,,,,,,,1,10,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
2,220,9,2,"CHAMP DU NORD",1,"PARCELLE DE MIL   SORGHO ET ARACHIDE",1,3,1,3,1,1,2,7,,,,,,,,,,,,1,2,,4,3,3,2,10,1,4,20,6,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,1,1,3.0875,,1,6,2,3,6,3,,,,,,,,,,,,,,,,,,,,,,,,,1,22,2,22,,,,,,,,,,,,,,,,,1,14,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
2,220,10,1,"CHAMP DU NORD",1,"PARCELLE DE MIL NIÉBÉ ET SORGHO",1,3,1,1.5,1,2,,,,,,,,,,,,,,,,,4,1,2,3,35,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,1,1,1.6441,,1,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,2,16,,,,,,,,,,,,,,,,,1,8,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,
2,220,11,1,"CHAMP DU SUD",1,"PARCELLE DE  SORGHO ET SÉSAME",2,2,2,2,1,1,2,7,,,,,,,,,,,,2,,,4,1,3,2,25,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,1,1,1,1,3.0523,,1,5,2,3,6,3,7,3,8,3,,,,,,,,,,,,,,,,,,,,,1,6,2,6,,,,,,,,,,,,,,,,,1,6,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,12000,0,,,0,,,0,,,2,3,6000,0,,,0,,,0,,,,,,,,,,,,,,,1,1,,1
2,220,11,2,"CHAMP DU NORD",1,"PARCELLE DE MIL NIÉBÉ SORGHO ET ARACHIDE",1,4,1,3,1,1,1,7,,,,,,,,,,,,2,,,4,1,3,2,15,1,4,70,6,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,1,1,3,1,2.9588,,1,4,2,4,6,4,7,4,8,4,,,,,,,,,,,,,,,,,,,,,1,10,2,10,,,,,,,,,,,,,,,,,1,20,2,20,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,20000,0,,,0,,,0,,,4,7,28000,0,,,0,,,0,,,,,,,,,,,,,,,1,1,1,1
2,220,12,3,"CHAMP DE L'EST",1,"PARCELLE DE MIL NIÉBÉ ET SORGHO",1,3,1,1,1,1,4,7,,,,,,,,,,,,2,,,4,1,3,2,20,1,4,11,6,1,5,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,1,1,1.5412,,1,5,2,4,3,4,4,4,5,4,7,4,8,4,,,,,,,,,,,,,,,,,1,7,2,7,3,7,4,7,5,7,7,7,8,7,,,,,,,1,3,2,3,3,3,4,3,5,3,7,3,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
2,220,12,1,"CHAMP DE L'OUEST 1",1,"PARCELLE DE MIL NIÉBÉ  SORGHO ET 'ARACHIDE",1,4,1,1.5,1,1,2,7,,,,,,,,,,,,2,,,4,1,3,2,25,1,4,10,6,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,1,1,3.272,,1,5,2,3,3,5,4,3,5,3,7,3,8,5,,,,,,,,,,,,,,,,,1,10,2,8,3,8,4,8,5,8,7,7,8,7,,,,,,,1,3,2,3,3,3,4,3,5,3,7,3,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
2,220,12,2,"CHAMP DE L'OUEST 2",1,"PARCELLE DE MIL NIÉBÉ ET SORGHO",1,3,1,2,1,1,1,7,,,,,,,,,,,,2,,,4,1,3,2,35,1,4,15,6,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,1,1,2.5747,,1,3,2,3,3,3,4,3,5,3,7,3,8,3,,,,,,,,,,,,,,,,,1,8,2,6,3,5,4,5,5,5,7,5,8,6,,,,,,,1,4,2,7,3,7,4,7,5,7,7,7,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
2,220,14,1,"GONA LABA",1,"PARCELLE 1",1,3,1,1,1,2,,,,,,,,,,,,,,,,,4,1,2,2,300,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,1,2,,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,45,,,,,,,,,,,,,,,,,,,1,11,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,
1,221,1,1,"GONA AREWA",1,"1",1,3,1,2,1,2,,,,,,,,,,,,,,,,,4,1,2,3,40,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,2,1,1,2,2,2,2,1,1.1782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,45,4,45,,,,,,,,,,,,,,,,,1,30,4,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,
1,221,1,2,"GONA TURBA",1,"1",1,3,1,1,1,2,,,,,,,,,,,,,,,,,4,1,2,3,15,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,2,1,1,2,2,2,2,1,0.6807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,4,7,,,,,,,,,,,,,,,,,1,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,
1,221,2,2,"GONAR GONDI",1,"1",1,2,1,4,1,2,,,,,,,,,,,,,,,,,4,4,2,2,60,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,2,1,2.3852,,1,6,2,2,4,2,6,2,7,2,9,2,10,2,11,2,12,2,13,2,,,,,,,,,,,1,12,2,12,6,12,7,12,11,12,12,12,13,12,,,,,,,1,4,2,6,6,4,7,6,11,6,12,4,13,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,
1,221,2,1,"GONAR TSOUROU TSOUROU",1,"1",1,3,1,8,1,1,2,7,,,,,,,,,,,,1,2,,4,4,2,1,50,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,2,1,4.7703,,1,8,2,3,4,3,6,3,7,3,9,3,10,3,11,3,12,3,13,3,,,,,,,,,,,1,15,2,15,6,15,7,15,12,15,13,15,,,,,,,,,1,12,2,15,6,12,7,15,11,15,12,12,13,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,221,3,1,"GONAR KOUSSA",1,"1",1,4,1,4,1,1,2,7,,,,,,,,,,,,2,,,4,4,1,2,15,2,,,,1,10,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,2,1,2.6306,,1,5,2,2,7,2,8,2,9,2,10,5,11,2,,,,,,,,,,,,,,,,,1,27,8,27,10,27,,,,,,,,,,,,,,,1,12,2,5,7,5,8,12,9,5,10,12,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,221,3,2,"ALMAJIRA",1,"1",1,3,1,2,1,1,4,7,,,,,,,,,,,,2,,,4,1,3,2,30,2,,,,1,3,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,1,2,1,2.3186,,1,5,8,3,10,5,,,,,,,,,,,,,,,,,,,,,,,,,1,8,8,8,10,8,,,,,,,,,,,,,,,1,3,8,3,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,2,2,2000,0,,,0,,,,,,,,,,,,,,,1,1,1,1
1,221,3,3,"GONAR BOULAMA",1,"1",1,4,1,2,1,1,4,7,,,,,,,,,,,,2,,,4,1,2,2,100,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,1,1,2,2,1,1.3415,,1,4,8,4,10,4,,,,,,,,,,,,,,,,,,,,,,,,,1,10,8,10,10,10,,,,,,,,,,,,,,,1,14,8,14,10,14,,,,,,,,,,,,,,,,,1,3,1000,0,,,0,,,0,,,2,1,3000,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,221,4,1,"GONAR RADI",1,"1",1,3,1,3,1,1,1,7,,,,,,,,,,,,2,,,4,1,3,1,13,2,,,,1,5,2,,,,,,,,,,2,,,,,,,,,1,1,1,1,1,1,2,1,3.1454,,1,3,2,3,5,3,6,3,7,3,8,3,9,3,,,,,,,,,,,,,,,,,1,35,2,20,7,35,8,35,9,35,,,,,,,,,,,1,20,2,3,6,3,7,23,8,23,9,3,,,,,,,,,,,1,3,5250,0,,,0,,,0,,,2,4,12000,0,,,0,,,0,,,2,2,2000,0,,,0,,,0,,,,,,,,,,,,,,,1,1,1,1
1,221,5,1,"SOUROUKOU",1,"1",1,3,1,3,1,1,2,7,,,,,,,,,,,,2,,,4,4,2,1,30,1,5,5,6,1,5,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,1,2,1,3.8779,,1,5,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,2,30,,,,,,,,,,,,,,,,,1,15,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2000,0,,,0,,,0,,,,,,,,,,,,,,,1,1,1,1
1,221,6,1,"GONNA GABASS",1,"1",1,2,1,5,1,1,2,7,,,,,,,,,,,,2,,,4,1,2,1,30,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,2,1,2.3339,,1,6,2,3,6,3,,,,,,,,,,,,,,,,,,,,,,,,,1,18,2,18,6,18,,,,,,,,,,,,,,,1,12,2,12,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,221,6,2,"GONNA GOSSOUM",1,"1",1,1,1,4,1,1,2,7,,,,,,,,,,,,2,,,4,1,2,1,25,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,2,1,3.5229,,1,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,2,14,6,14,,,,,,,,,,,,,,,1,2,2,2,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,221,7,2,"BARADÉ",1,"1",1,2,1,2,1,1,2,7,,,,,,,,,,,,2,,,4,1,2,1,45,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,2,1,2.4832,,1,4,2,3,6,4,7,4,,,,,,,,,,,,,,,,,,,,,,,1,20,2,20,6,20,7,20,9,20,,,,,,,,,,,1,8,2,3,6,8,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,221,7,3,"BIRARI",1,"1",1,4,1,2,1,5,,,,,,,,,,,,,,,,,4,1,2,1,40,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,1,2,2,1,3.3266,,1,7,2,4,6,7,7,4,,,,,,,,,,,,,,,,,,,,,,,1,10,6,10,,,,,,,,,,,,,,,,,1,9,2,4,6,9,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,10500,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,
1,221,7,1,"DAN GAO",1,"1",1,2,1,1,1,1,1,7,,,,,,,,,,,,2,,,4,1,2,1,5,1,4,20,5,1,30,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,1,2,2,1,3.523,,1,5,2,3,6,5,7,3,,,,,,,,,,,,,,,,,,,,,,,1,8,2,4,6,8,7,4,9,4,,,,,,,,,,,1,12,2,5,6,12,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,9000,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,221,8,2,"GONAR GABASS",2,"2",1,2,10,0.5,1,1,1,7,,,,,,,,,,,,2,,,4,1,2,1,60,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,2,1,0.619,,1,3,2,2,6,2,7,2,,,,,,,,,,,,,,,,,,,,,,,1,3,2,3,6,3,7,3,,,,,,,,,,,,,1,3,2,3,6,3,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,221,8,2,"GONAR GABASS",1,"1",1,3,1,0.5,1,1,1,7,,,,,,,,,,,,2,,,4,1,2,1,60,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,2,1,0.3908,,1,4,2,3,6,4,7,3,,,,,,,,,,,,,,,,,,,,,,,1,4,2,4,6,4,7,4,,,,,,,,,,,,,1,10,2,10,6,10,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,221,8,1,"GONAR SOUROUKOU",1,"1",1,4,1,3,1,1,4,7,,,,,,,,,,,,2,,,4,4,3,1,40,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,2,1,5.6515,,1,7,2,4,6,4,7,4,,,,,,,,,,,,,,,,,,,,,,,1,28,2,28,6,28,7,28,,,,,,,,,,,,,1,31,2,31,6,31,7,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
